BIOGUIDE_ID,OFFICE,PROGRAM,CATEGORY,YTD,AMOUNT
N000188,2020 HON. DONALD NORCROSS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,9,9
N000188,2020 HON. DONALD NORCROSS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5724.69,2071.85
N000188,2020 HON. DONALD NORCROSS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,10031.75,1112.25
N000188,2020 HON. DONALD NORCROSS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,858694.22,310232.75
N000188,2020 HON. DONALD NORCROSS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,858694.22,310232.75
N000188,2020 HON. DONALD NORCROSS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,6980,5160
N000188,2020 HON. DONALD NORCROSS,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,6980,5160
N000188,2020 HON. DONALD NORCROSS,INTERN ALLOWANCES,OFFICE TOTALS:,6980,5160
N000190,2020 HON. RALPH NORMAN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,15870.82,4624.76
N000190,2020 HON. RALPH NORMAN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,693282.5,236077.75
N000190,2020 HON. RALPH NORMAN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,14528.52,6910.86
N000190,2020 HON. RALPH NORMAN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,71253.46,12746.85
N000190,2020 HON. RALPH NORMAN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,87278.71,22170.79
N000190,2020 HON. RALPH NORMAN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,14591.71,4845
N000190,2020 HON. RALPH NORMAN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,9203.43,3157.41
N000190,2020 HON. RALPH NORMAN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,20312.31,14427.12
N000190,2020 HON. RALPH NORMAN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,926321.46,304960.54
N000190,2020 HON. RALPH NORMAN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,926321.46,304960.54
N000190,2020 HON. RALPH NORMAN,INTERN ALLOWANCES,PERSONNEL COMPENSATION,9891.68,4300.01
N000190,2020 HON. RALPH NORMAN,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,9891.68,4300.01
N000190,2020 HON. RALPH NORMAN,INTERN ALLOWANCES,OFFICE TOTALS:,9891.68,4300.01
N000147,2020 HON. ELEANOR HOLMES NORTON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,252.96,55.8
N000147,2020 HON. ELEANOR HOLMES NORTON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,742266.91,240279.16
N000147,2020 HON. ELEANOR HOLMES NORTON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,529.3,400.15
N000147,2020 HON. ELEANOR HOLMES NORTON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,79126.55,28337.77
N000147,2020 HON. ELEANOR HOLMES NORTON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2675.28,334.6
N000147,2020 HON. ELEANOR HOLMES NORTON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,20440.54,7895.08
N000147,2020 HON. ELEANOR HOLMES NORTON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,8959.6,4413.78
N000147,2020 HON. ELEANOR HOLMES NORTON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5800.25,3448.25
N000147,2020 HON. ELEANOR HOLMES NORTON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,860051.39,285164.59
N000147,2020 HON. ELEANOR HOLMES NORTON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,860051.39,285164.59
N000147,2020 HON. ELEANOR HOLMES NORTON,INTERN ALLOWANCES,PERSONNEL COMPENSATION,5892.79,1244.45
N000147,2020 HON. ELEANOR HOLMES NORTON,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,5892.79,1244.45
N000147,2020 HON. ELEANOR HOLMES NORTON,INTERN ALLOWANCES,OFFICE TOTALS:,5892.79,1244.45
N000181,2020 HON. DEVIN NUNES,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,197129.45,193596.87
N000181,2020 HON. DEVIN NUNES,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,569722.26,194500.02
N000181,2020 HON. DEVIN NUNES,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,32753.08,8156.55
N000181,2020 HON. DEVIN NUNES,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,59290.67,18779.78
N000181,2020 HON. DEVIN NUNES,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,54642.1,53745.14
N000181,2020 HON. DEVIN NUNES,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,29954.63,15974.63
N000181,2020 HON. DEVIN NUNES,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,7560.28,2183.83
N000181,2020 HON. DEVIN NUNES,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5598.62,894
N000181,2020 HON. DEVIN NUNES,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,956651.09,487830.82
N000181,2020 HON. DEVIN NUNES,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,956651.09,487830.82
N000181,2020 HON. DEVIN NUNES,INTERN ALLOWANCES,PERSONNEL COMPENSATION,7880.01,0
N000181,2020 HON. DEVIN NUNES,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,7880.01,0
N000181,2020 HON. DEVIN NUNES,INTERN ALLOWANCES,OFFICE TOTALS:,7880.01,0
O000171,2020 HON. TOM O'HALLERAN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,478.29,-15.37
O000171,2020 HON. TOM O'HALLERAN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,770254,246001.1
O000171,2020 HON. TOM O'HALLERAN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,40623.16,4377.8
O000171,2020 HON. TOM O'HALLERAN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,70321.24,31424.52
O000171,2020 HON. TOM O'HALLERAN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,102713.52,1202.79
O000171,2020 HON. TOM O'HALLERAN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,20395,7635
O000171,2020 HON. TOM O'HALLERAN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5714.6,1541.5
O000171,2020 HON. TOM O'HALLERAN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3740.3,2840.3
O000171,2020 HON. TOM O'HALLERAN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1014240.11,295007.64
O000171,2020 HON. TOM O'HALLERAN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1014240.11,295007.64
O000171,2020 HON. TOM O'HALLERAN,INTERN ALLOWANCES,PERSONNEL COMPENSATION,10400.01,4683.34
O000171,2020 HON. TOM O'HALLERAN,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,10400.01,4683.34
O000171,2020 HON. TOM O'HALLERAN,INTERN ALLOWANCES,OFFICE TOTALS:,10400.01,4683.34
O000172,2020 HON. ALEXANDRIA OCASIO-CORTEZ,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,133.27,1.1
O000172,2020 HON. ALEXANDRIA OCASIO-CORTEZ,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,735402.08,240086.06
O000172,2020 HON. ALEXANDRIA OCASIO-CORTEZ,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3009.51,13.74
O000172,2020 HON. ALEXANDRIA OCASIO-CORTEZ,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,98317.3,33647.06
O000172,2020 HON. ALEXANDRIA OCASIO-CORTEZ,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,900.91,419.96
O000172,2020 HON. ALEXANDRIA OCASIO-CORTEZ,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,44064.51,18383.1
O000172,2020 HON. ALEXANDRIA OCASIO-CORTEZ,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,12633.21,1186.34
O000172,2020 HON. ALEXANDRIA OCASIO-CORTEZ,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,10086.7,3923.23
O000172,2020 HON. ALEXANDRIA OCASIO-CORTEZ,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,904547.49,297660.59
O000172,2020 HON. ALEXANDRIA OCASIO-CORTEZ,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,904547.49,297660.59
O000172,2020 HON. ALEXANDRIA OCASIO-CORTEZ,INTERN ALLOWANCES,PERSONNEL COMPENSATION,13556,4680
O000172,2020 HON. ALEXANDRIA OCASIO-CORTEZ,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,13556,4680
O000172,2020 HON. ALEXANDRIA OCASIO-CORTEZ,INTERN ALLOWANCES,OFFICE TOTALS:,13556,4680
O000168,2020 HON. PETE OLSON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,360.57,131.98
O000168,2020 HON. PETE OLSON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,690190.1,251208.32
O000168,2020 HON. PETE OLSON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,18097.44,3712.07
O000168,2020 HON. PETE OLSON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,13969.33,4748.87
O000168,2020 HON. PETE OLSON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,189.49,39.95
O000168,2020 HON. PETE OLSON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11056,7255.5
O000168,2020 HON. PETE OLSON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5320.01,1140.38
O000168,2020 HON. PETE OLSON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,6472.26,0
O000168,2020 HON. PETE OLSON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,745655.2,268237.07
O000168,2020 HON. PETE OLSON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,745655.2,268237.07
O000168,2020 HON. PETE OLSON,INTERN ALLOWANCES,PERSONNEL COMPENSATION,11926.6,8472.9
O000168,2020 HON. PETE OLSON,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,11926.6,8472.9
O000168,2020 HON. PETE OLSON,INTERN ALLOWANCES,OFFICE TOTALS:,11926.6,8472.9
O000173,2020 HON. ILHAN OMAR,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,342.92,89.62
O000173,2020 HON. ILHAN OMAR,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,783895.04,271718.03
O000173,2020 HON. ILHAN OMAR,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,13150.54,2920.01
O000173,2020 HON. ILHAN OMAR,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,44880.7,20613.97
O000173,2020 HON. ILHAN OMAR,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,94.85,0
O000173,2020 HON. ILHAN OMAR,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,20622.07,5850
O000173,2020 HON. ILHAN OMAR,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,14988.25,1029.11
O000173,2020 HON. ILHAN OMAR,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1302.27,459.99
O000173,2020 HON. ILHAN OMAR,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,879276.64,302680.73
O000173,2020 HON. ILHAN OMAR,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,879276.64,302680.73
O000173,2020 HON. ILHAN OMAR,INTERN ALLOWANCES,PERSONNEL COMPENSATION,17044.62,8044.62
O000173,2020 HON. ILHAN OMAR,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,17044.62,8044.62
O000173,2020 HON. ILHAN OMAR,INTERN ALLOWANCES,OFFICE TOTALS:,17044.62,8044.62
P000601,2020 HON. STEVEN M. PALAZZO,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,35094.29,13353.83
P000601,2020 HON. STEVEN M. PALAZZO,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,649099.97,221437.23
P000601,2020 HON. STEVEN M. PALAZZO,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,28239.52,10668.67
P000601,2020 HON. STEVEN M. PALAZZO,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,87626.15,38927.16
P000601,2020 HON. STEVEN M. PALAZZO,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,63872.31,39872.88
P000601,2020 HON. STEVEN M. PALAZZO,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,42720.71,17547.41
P000601,2020 HON. STEVEN M. PALAZZO,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,24905.39,12532.77
P000601,2020 HON. STEVEN M. PALAZZO,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4042.7,2860.7
P000601,2020 HON. STEVEN M. PALAZZO,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,935601.04,357200.65
P000601,2020 HON. STEVEN M. PALAZZO,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,935601.04,357200.65
P000601,2020 HON. STEVEN M. PALAZZO,INTERN ALLOWANCES,PERSONNEL COMPENSATION,19806.69,7053.35
P000601,2020 HON. STEVEN M. PALAZZO,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,19806.69,7053.35
P000601,2020 HON. STEVEN M. PALAZZO,INTERN ALLOWANCES,OFFICE TOTALS:,19806.69,7053.35
P000034,2020 HON. FRANK PALLONE  JR.,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,48152.62,242.1
P000034,2020 HON. FRANK PALLONE  JR.,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,744274.49,248708.35
P000034,2020 HON. FRANK PALLONE  JR.,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,4455.04,0
P000034,2020 HON. FRANK PALLONE  JR.,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,84861.76,27152.26
P000034,2020 HON. FRANK PALLONE  JR.,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,39130,0
P000034,2020 HON. FRANK PALLONE  JR.,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,19735.8,8725.8
P000034,2020 HON. FRANK PALLONE  JR.,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5661.5,4139.13
P000034,2020 HON. FRANK PALLONE  JR.,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1944,648
P000034,2020 HON. FRANK PALLONE  JR.,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,948215.21,289615.64
P000034,2020 HON. FRANK PALLONE  JR.,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,948215.21,289615.64
P000034,2020 HON. FRANK PALLONE  JR.,INTERN ALLOWANCES,PERSONNEL COMPENSATION,2500,0
P000034,2020 HON. FRANK PALLONE  JR.,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,2500,0
P000034,2020 HON. FRANK PALLONE  JR.,INTERN ALLOWANCES,OFFICE TOTALS:,2500,0
P000609,2020 HON. GARY J. PALMER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,170.48,11.75
P000609,2020 HON. GARY J. PALMER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,710247.23,274794.47
P000609,2020 HON. GARY J. PALMER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,21683.14,9566.44
P000609,2020 HON. GARY J. PALMER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,45309.62,14526.31
P000609,2020 HON. GARY J. PALMER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2191.02,1481.08
P000609,2020 HON. GARY J. PALMER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6217.82,4110.23
P000609,2020 HON. GARY J. PALMER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2544,900
P000609,2020 HON. GARY J. PALMER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,788363.31,305390.28
P000609,2020 HON. GARY J. PALMER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,788363.31,305390.28
P000613,2020 HON. JIMMY PANETTA,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,542.69,14.85
P000613,2020 HON. JIMMY PANETTA,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,720375.06,243985.54
P000613,2020 HON. JIMMY PANETTA,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,32545.66,10673.89
P000613,2020 HON. JIMMY PANETTA,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,73180.74,17474.92
P000613,2020 HON. JIMMY PANETTA,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,16267.1,14055.92
P000613,2020 HON. JIMMY PANETTA,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,31823.5,10904.5
P000613,2020 HON. JIMMY PANETTA,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5839.84,1943.26
P000613,2020 HON. JIMMY PANETTA,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2460.83,1930.41
P000613,2020 HON. JIMMY PANETTA,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,883035.42,300983.29
P000613,2020 HON. JIMMY PANETTA,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,883035.42,300983.29
P000614,2020 HON. CHRIS PAPPAS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,16794.44,12602.3
P000614,2020 HON. CHRIS PAPPAS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,737008.78,259006.08
P000614,2020 HON. CHRIS PAPPAS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,16257.97,2998.04
P000614,2020 HON. CHRIS PAPPAS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,87063.13,8815.11
P000614,2020 HON. CHRIS PAPPAS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,21559.41,5015.72
P000614,2020 HON. CHRIS PAPPAS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,75,75
P000614,2020 HON. CHRIS PAPPAS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,8641.93,3352.51
P000614,2020 HON. CHRIS PAPPAS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,9743.01,6059.93
P000614,2020 HON. CHRIS PAPPAS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,897143.67,297924.69
P000614,2020 HON. CHRIS PAPPAS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,897143.67,297924.69
P000614,2020 HON. CHRIS PAPPAS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,18891.67,8731.67
P000614,2020 HON. CHRIS PAPPAS,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,18891.67,8731.67
P000614,2020 HON. CHRIS PAPPAS,INTERN ALLOWANCES,OFFICE TOTALS:,18891.67,8731.67
P000096,2020 HON. BILL PASCRELL  JR.,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-15.68,-27.35
P000096,2020 HON. BILL PASCRELL  JR.,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,678970.5,228012.48
P000096,2020 HON. BILL PASCRELL  JR.,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,5459.7,1006.9
P000096,2020 HON. BILL PASCRELL  JR.,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,136497.03,41806.24
P000096,2020 HON. BILL PASCRELL  JR.,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,7092.27,403.93
P000096,2020 HON. BILL PASCRELL  JR.,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,61059.83,20469.93
P000096,2020 HON. BILL PASCRELL  JR.,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5146.83,1096.8
P000096,2020 HON. BILL PASCRELL  JR.,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3462.83,907.89
P000096,2020 HON. BILL PASCRELL  JR.,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,897673.31,293676.82
P000096,2020 HON. BILL PASCRELL  JR.,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,897673.31,293676.82
P000096,2020 HON. BILL PASCRELL  JR.,INTERN ALLOWANCES,PERSONNEL COMPENSATION,480,0
P000096,2020 HON. BILL PASCRELL  JR.,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,480,0
P000096,2020 HON. BILL PASCRELL  JR.,INTERN ALLOWANCES,OFFICE TOTALS:,480,0
P000604,2020 HON. DONALD M. PAYNE  JR.,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,53069.24,5.2
P000604,2020 HON. DONALD M. PAYNE  JR.,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,676106.49,238184.91
P000604,2020 HON. DONALD M. PAYNE  JR.,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,14288.01,5067.39
P000604,2020 HON. DONALD M. PAYNE  JR.,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,104281.64,36085.31
P000604,2020 HON. DONALD M. PAYNE  JR.,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,13729.84,229.95
P000604,2020 HON. DONALD M. PAYNE  JR.,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,17055,5685
P000604,2020 HON. DONALD M. PAYNE  JR.,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3982.99,1309.97
P000604,2020 HON. DONALD M. PAYNE  JR.,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3713.59,602.83
P000604,2020 HON. DONALD M. PAYNE  JR.,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,886226.8,287170.56
P000604,2020 HON. DONALD M. PAYNE  JR.,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,886226.8,287170.56
P000604,2020 HON. DONALD M. PAYNE  JR.,INTERN ALLOWANCES,PERSONNEL COMPENSATION,4140,0
P000604,2020 HON. DONALD M. PAYNE  JR.,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,4140,0
P000604,2020 HON. DONALD M. PAYNE  JR.,INTERN ALLOWANCES,OFFICE TOTALS:,4140,0
P000197,2020 HON. NANCY PELOSI,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1085.18,254.59
P000197,2020 HON. NANCY PELOSI,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,762573.47,266837.03
P000197,2020 HON. NANCY PELOSI,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,15135.75,5720.93
P000197,2020 HON. NANCY PELOSI,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,177460.23,60171.9
P000197,2020 HON. NANCY PELOSI,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,511.23,18.21
P000197,2020 HON. NANCY PELOSI,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,18127.66,9788.54
P000197,2020 HON. NANCY PELOSI,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3217.93,1465.57
P000197,2020 HON. NANCY PELOSI,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2899,783
P000197,2020 HON. NANCY PELOSI,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,981010.45,345039.77
P000197,2020 HON. NANCY PELOSI,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,981010.45,345039.77
P000197,2020 HON. NANCY PELOSI,INTERN ALLOWANCES,PERSONNEL COMPENSATION,3420,0
P000197,2020 HON. NANCY PELOSI,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,3420,0
P000197,2020 HON. NANCY PELOSI,INTERN ALLOWANCES,OFFICE TOTALS:,3420,0
P000615,2020 HON. GREG PENCE,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,106189.62,75970.22
P000615,2020 HON. GREG PENCE,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,693807.13,234435.07
P000615,2020 HON. GREG PENCE,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,16254.34,8616.83
P000615,2020 HON. GREG PENCE,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,41547.76,17062.63
P000615,2020 HON. GREG PENCE,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,109479.97,56072.36
P000615,2020 HON. GREG PENCE,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,2000,0
P000615,2020 HON. GREG PENCE,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,15984.76,2717.63
P000615,2020 HON. GREG PENCE,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,10184.73,4348.25
P000615,2020 HON. GREG PENCE,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,995448.31,399222.99
P000615,2020 HON. GREG PENCE,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,995448.31,399222.99
P000615,2020 HON. GREG PENCE,INTERN ALLOWANCES,PERSONNEL COMPENSATION,7133.33,0
P000615,2020 HON. GREG PENCE,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,7133.33,0
P000615,2020 HON. GREG PENCE,INTERN ALLOWANCES,OFFICE TOTALS:,7133.33,0
P000593,2020 HON. ED PERLMUTTER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,22229.4,82.84
P000593,2020 HON. ED PERLMUTTER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,764022.04,256499.94
